skenario,kode_kab_kota,kabupaten_kota_normalized,provinsi_normalized,priority_score,rank,in_top10
Fokus kerentanan,7312,Soppeng,Sulawesi Selatan,28.875048543952357,157,False
Fokus kerentanan,7313,Wajo,Sulawesi Selatan,21.564161831669644,285,False
Fokus kerentanan,7315,Pinrang,Sulawesi Selatan,23.920626275790625,250,False
Fokus kerentanan,7316,Enrekang,Sulawesi Selatan,39.903628689869414,52,False
Fokus kerentanan,7318,Tana Toraja,Sulawesi Selatan,31.872343591850594,118,False
Fokus kerentanan,7322,Luwu Utara,Sulawesi Selatan,31.364874255973238,126,False
Fokus kerentanan,7324,Luwu Timur,Sulawesi Selatan,21.18755263449462,291,False
Fokus kerentanan,7326,Toraja Utara,Sulawesi Selatan,30.415746587600818,142,False
Fokus kerentanan,7371,Makasar,Sulawesi Selatan,24.490148247501033,239,False
Fokus kerentanan,7372,Pare-Pare,Sulawesi Selatan,25.987344212218943,213,False
Fokus kerentanan,7373,Palopo,Sulawesi Selatan,24.56950046552017,235,False
Fokus kerentanan,7401,Kolaka,Sulawesi Tenggara,28.98083214639759,155,False
Fokus kerentanan,7402,Konawe,Sulawesi Tenggara,28.385331209277716,167,False
Fokus kerentanan,7403,Muna,Sulawesi Tenggara,30.536633664874344,138,False
Fokus kerentanan,7404,Buton,Sulawesi Tenggara,36.583764169096405,71,False
Fokus kerentanan,7406,Bombana,Sulawesi Tenggara,24.50715345468283,237,False
Fokus kerentanan,7407,Wakatobi,Sulawesi Tenggara,39.3416842008739,57,False
Fokus kerentanan,7409,Konawe Utara,Sulawesi Tenggara,32.841599463998755,95,False
Fokus kerentanan,7410,Buton Utara,Sulawesi Tenggara,37.32193922301073,65,False
Fokus kerentanan,7411,Kolaka Timur,Sulawesi Tenggara,24.69435002713039,232,False
Fokus kerentanan,7412,Konawe Kepulauan,Sulawesi Tenggara,40.24591806331436,51,False
Fokus kerentanan,7413,Muna Barat,Sulawesi Tenggara,34.15916376643434,86,False
Fokus kerentanan,7414,Buton Tengah,Sulawesi Tenggara,39.54966838329206,54,False
Fokus kerentanan,7415,Buton Selatan,Sulawesi Tenggara,45.18076780151433,24,False
Fokus kerentanan,7471,Kendari,Sulawesi Tenggara,23.740255927570548,252,False
Fokus kerentanan,7472,Bau-Bau,Sulawesi Tenggara,28.49524638179549,163,False
Fokus kerentanan,7501,Gorontalo,Gorontalo,34.68493340710387,83,False
Fokus kerentanan,7502,Boalemo,Gorontalo,15.597300590344263,367,False
Fokus kerentanan,7503,Bone Bolango,Gorontalo,28.499725597626227,162,False
Fokus kerentanan,7504,Pohuwato,Gorontalo,23.376848989208213,258,False
Fokus kerentanan,7505,Gorontalo Utara,Gorontalo,31.591398104426137,120,False
Fokus kerentanan,7571,Gorontalo,Gorontalo,30.86536757509299,132,False
Fokus kerentanan,7601,Mamuju Utara,Sulawesi Barat,42.40636610549798,36,False
Fokus kerentanan,7602,Mamuju,Sulawesi Barat,37.86886939724609,64,False
Fokus kerentanan,7603,Mamasa,Sulawesi Barat,42.915005400500405,34,False
Fokus kerentanan,7604,Polewali Mandar,Sulawesi Barat,38.95770380621892,61,False
Fokus kerentanan,7606,Mamuju Tengah,Sulawesi Barat,29.68498005406309,150,False
Fokus kerentanan,8101,Maluku Tengah,Maluku,32.79125984458314,97,False
Fokus kerentanan,8102,Maluku Tenggara,Maluku,44.672171219935684,27,False
Fokus kerentanan,8103,Kepulauan Tanimbar,Maluku,44.092978676446265,30,False
Fokus kerentanan,8104,Buru,Maluku,30.8172733599842,133,False
Fokus kerentanan,8105,Seram Bagian Timur,Maluku,39.17133285875477,59,False
Fokus kerentanan,8106,Seram Bagian Barat,Maluku,44.45464664000268,28,False
Fokus kerentanan,8107,Kepulauan Aru,Maluku,49.70245732906059,12,False
Fokus kerentanan,8108,Maluku Barat Daya,Maluku,41.564573025652855,40,False
Fokus kerentanan,8109,Buru Selatan,Maluku,45.00300515628234,25,False
Fokus kerentanan,8171,Ambon,Maluku,18.830266320798373,324,False
Fokus kerentanan,8172,Tual,Maluku,40.29969504513807,50,False
Fokus kerentanan,8201,Halmahera Barat,Maluku Utara,32.29820114270996,108,False
Fokus kerentanan,8203,Halmahera Utara,Maluku Utara,21.472498441515285,288,False
Fokus kerentanan,8204,Halmahera Selatan,Maluku Utara,40.44312324415173,48,False
Fokus kerentanan,8206,Halmahera Timur,Maluku Utara,28.971640418125777,156,False
Fokus kerentanan,8208,Pulau Taliabu,Maluku Utara,36.005413702541915,75,False
Fokus kerentanan,8271,Ternate,Maluku Utara,15.180183020220595,372,False
Fokus kerentanan,8272,Tidore Kepulauan,Maluku Utara,20.78572659471814,296,False
Fokus kerentanan,9103,Jayapura,Papua,27.08318549134406,192,False
Fokus kerentanan,9105,Kepulauan Yapen,Papua,45.30659214403372,22,False
Fokus kerentanan,9110,Sarmi,Papua,32.112445559266504,112,False
Fokus kerentanan,9115,Waropen,Papua,39.53056176419853,55,False
Fokus kerentanan,9119,Supiori,Papua,66.27846877736366,1,True
Fokus kerentanan,9120,Mamberamo Raya,Papua,53.820254063158664,8,True
Fokus kerentanan,9301,Merauke,Papua,21.551416127141977,286,False
Fokus kerentanan,9201,Sorong,Papua Barat,42.57487674246342,35,False
Fokus kerentanan,9202,Manokwari,Papua Barat,35.93024394264615,76,False
Fokus kerentanan,9203,Fak-Fak,Papua Barat,41.052722603537696,43,False
Fokus kerentanan,9204,Sorong Selatan,Papua Barat,44.280991745527174,29,False
Fokus kerentanan,9205,Raja Ampat,Papua Barat,48.86607457702458,15,False
Fokus kerentanan,9206,Teluk Bintuni,Papua Barat,45.19726407392111,23,False
Fokus kerentanan,9207,Teluk Wondama,Papua Barat,55.535581354105666,6,True
Fokus kerentanan,9208,Kaimana,Papua Barat,31.875552317078274,117,False
Fokus kerentanan,9211,Manokwari Selatan,Papua Barat,41.80222366579406,39,False
Fokus kerentanan,9212,Pegunungan Arfak,Papua Barat,62.28389614726786,2,True
Seimbang,1101,Aceh Selatan,Aceh,36.1211327758825,44,False
Seimbang,1102,Aceh Tenggara,Aceh,29.028150573049388,106,False
Seimbang,1103,Aceh Timur,Aceh,36.58363001531453,41,False
Seimbang,1104,Aceh Tengah,Aceh,31.79607938561285,78,False
Seimbang,1105,Aceh Barat,Aceh,29.326645478127634,101,False
Seimbang,1106,Aceh Besar,Aceh,33.06341713959857,69,False
Seimbang,1107,Pidie,Aceh,37.910334122059794,34,False
Seimbang,1108,Aceh Utara,Aceh,24.958993530557436,177,False
Seimbang,1109,Simeulue,Aceh,28.546549282341427,114,False
Seimbang,1110,Aceh Singkil,Aceh,40.530608970298,21,False
Seimbang,1111,Bireuen,Aceh,28.442790824722266,116,False
Seimbang,1113,Gayo Lues,Aceh,24.894377314183895,179,False
Seimbang,1114,Aceh Jaya,Aceh,29.06489434864875,104,False
Seimbang,1115,Nagan Raya,Aceh,34.82717709121708,58,False
Seimbang,1116,Aceh Tamiang,Aceh,28.95985987744305,108,False
Seimbang,1117,Bener Meriah,Aceh,38.80095660373395,31,False
Seimbang,1118,Pidie Jaya,Aceh,36.79079986682204,39,False
Seimbang,1171,Banda Aceh,Aceh,22.099276513734264,240,False
Seimbang,1172,Sabang,Aceh,27.672241510506996,131,False
Seimbang,1173,Lhokseumawe,Aceh,22.14831485963082,239,False
Seimbang,1174,Langsa,Aceh,16.292639118805475,346,False
Seimbang,1175,Subulussalam,Aceh,36.75610905373966,40,False
Seimbang,1201,Tapanuli Tengah,Sumatera Utara,32.785782554099804,72,False
Seimbang,1202,Tapanuli Utara,Sumatera Utara,31.15325591379289,83,False
Seimbang,1203,Tapanuli Selatan,Sumatera Utara,10.372918364779217,398,False
Seimbang,1208,Simalungun,Sumatera Utara,24.696172969204916,187,False
Seimbang,1209,Asahan,Sumatera Utara,17.2682406824475,329,False
Seimbang,1210,Labuhan Batu,Sumatera Utara,24.052558888653135,203,False
Seimbang,1211,Dairi,Sumatera Utara,27.207258985510784,141,False
Seimbang,1212,Toba Samosir,Sumatera Utara,24.38928400451995,198,False
Seimbang,1213,Mandailing Natal,Sumatera Utara,24.680661631885446,188,False
Seimbang,1214,Nias Selatan,Sumatera Utara,36.08160150584,45,False
Seimbang,1215,Pakpak Bharat,Sumatera Utara,26.824240937329773,149,False
Seimbang,1216,Humbang Hasundutan,Sumatera Utara,19.99517293119304,279,False
Seimbang,1217,Samosir,Sumatera Utara,29.778223026910574,96,False
Seimbang,1218,Serdang Bedagai,Sumatera Utara,18.926947833665714,299,False
Seimbang,1225,Nias Barat,Sumatera Utara,42.64074677754647,15,False
Seimbang,1272,Pematang Siantar,Sumatera Utara,12.565797192985073,388,False
Seimbang,1274,Tanjung Balai,Sumatera Utara,10.769325362926809,397,False
Seimbang,1275,Binjai,Sumatera Utara,23.67756412876266,209,False
Seimbang,1277,Padang Sidimpuan,Sumatera Utara,29.984950130750637,93,False
Seimbang,1278,Gunungsitoli,Sumatera Utara,24.437862698859956,194,False
Seimbang,1301,Pesisir Selatan,Sumatera Barat,24.859898145305873,182,False
Seimbang,1302,Solok,Sumatera Barat,27.239823435846905,139,False
Seimbang,1303,Sijunjung,Sumatera Barat,25.095894934343832,175,False
Seimbang,1304,Tanah Datar,Sumatera Barat,22.94497867870478,220,False
Seimbang,1305,Padang Pariaman,Sumatera Barat,23.473190233983157,213,False
Seimbang,1306,Agam,Sumatera Barat,24.542083700684717,193,False
Seimbang,1307,Limapuluh Koto,Sumatera Barat,22.801202707560734,226,False
Seimbang,1308,Pasaman,Sumatera Barat,27.84504040562532,127,False
Seimbang,1309,Kepulauan Mentawai,Sumatera Barat,33.790552386891,64,False
Seimbang,1310,Dharmas Raya,Sumatera Barat,17.771834684496476,319,False
Seimbang,1312,Pasaman Barat,Sumatera Barat,24.608547851110853,190,False
Seimbang,1371,Padang,Sumatera Barat,20.631728834761994,268,False
Seimbang,1372,Solok,Sumatera Barat,12.311631242120288,390,False
Seimbang,1373,Sawah Lunto,Sumatera Barat,16.711771140445364,341,False
Seimbang,1374,Padang Panjang,Sumatera Barat,16.718587913426287,340,False
Seimbang,1375,Bukittinggi,Sumatera Barat,12.064472646675886,391,False
Seimbang,1376,Payakumbuh,Sumatera Barat,14.651784809452158,366,False
Seimbang,1377,Pariaman,Sumatera Barat,14.454367896150924,370,False
Seimbang,1402,Indragiri Hulu,Riau,22.86168862068231,224,False
Seimbang,1403,Bengkalis,Riau,17.70154522411643,321,False
Seimbang,1406,Rokan Hulu,Riau,25.304151647673677,172,False
Seimbang,1407,Rokan Hilir,Riau,27.221702468787996,140,False
Seimbang,1408,Siak,Riau,18.502153003565745,303,False
Seimbang,1409,Kuantan Sengingi,Riau,26.408432425655644,153,False
Seimbang,1410,Kepulauan Meranti,Riau,29.31829259849089,102,False
Seimbang,1471,Pekanbaru,Riau,13.19964283478778,382,False
Seimbang,1472,Dumai,Riau,15.232899183438704,359,False
Seimbang,1502,Merangin,Jambi,13.102430155888907,383,False
Seimbang,1503,Sarolangun,Jambi,11.91785845384788,392,False
Seimbang,1506,Tanjung Jabung Barat,Jambi,13.309569375164097,380,False
Seimbang,1507,Tanjung Jabung Timur,Jambi,27.776013429271405,128,False
Seimbang,1509,Tebo,Jambi,20.08209949964726,276,False
Seimbang,1571,Jambi,Jambi,12.551428580208817,389,False
Seimbang,1572,Sungai Penuh,Jambi,6.051201592374439,405,False
Seimbang,1601,Ogan Komering Ulu,Sumatera Selatan,26.48868374402555,151,False
Seimbang,1602,Ogan Komering Ilir,Sumatera Selatan,25.95786622990484,160,False
Seimbang,1603,Muara Enim,Sumatera Selatan,24.231611979130655,200,False
Seimbang,1604,Lahat,Sumatera Selatan,19.90845191613277,280,False
Seimbang,1605,Musi Rawas,Sumatera Selatan,22.80740251537416,225,False
Seimbang,1609,Ogan Komering Ulu Selatan,Sumatera Selatan,18.14191843060734,311,False
Seimbang,1610,Ogan Ilir,Sumatera Selatan,29.244147011815276,103,False
Seimbang,1611,Empat Lawang,Sumatera Selatan,29.833998678797194,95,False
Seimbang,1612,Penukal Abab Lematang Ilir,Sumatera Selatan,23.770861239401253,207,False
Seimbang,1671,Palembang,Sumatera Selatan,16.1606168930691,349,False
Seimbang,1673,Lubuklinggau,Sumatera Selatan,24.405292724003303,195,False
Seimbang,1674,Prabumulih,Sumatera Selatan,16.44121116252612,345,False
Seimbang,1702,Rejang Lebong,Bengkulu,28.593549790316917,113,False
Seimbang,1703,Bengkulu Utara,Bengkulu,24.400045578749975,197,False
Seimbang,1704,Kaur,Bengkulu,21.932762962253246,242,False
Seimbang,1705,Seluma,Bengkulu,28.484366112814076,115,False
Seimbang,1706,Mukomuko,Bengkulu,24.8440424345615,185,False
Seimbang,1707,Lebong,Bengkulu,22.713635781459924,230,False
Seimbang,1709,Bengkulu Tengah,Bengkulu,27.657565911721473,132,False
Seimbang,1771,Bengkulu,Bengkulu,22.3015218579248,236,False
Seimbang,1801,Lampung Selatan,Lampung,16.46204463799132,344,False
Seimbang,1802,Lampung Tengah,Lampung,19.197137900977328,293,False
Seimbang,1803,Lampung Utara,Lampung,26.250472735795192,155,False
Seimbang,1804,Lampung Barat,Lampung,23.848768404039824,206,False
Seimbang,1805,Tulang Bawang,Lampung,19.22989331473668,292,False
Seimbang,1806,Tanggamus,Lampung,26.84360566087682,148,False
Seimbang,1807,Lampung Timur,Lampung,19.825321983543567,283,False
Seimbang,1808,Way Kanan,Lampung,17.1328584784817,333,False
Seimbang,1809,Pesawaran,Lampung,20.900726485220844,260,False
Seimbang,1810,Pringsewu,Lampung,19.601216242323677,285,False
Seimbang,1811,Mesuji,Lampung,10.021128721058195,400,False
Seimbang,1812,Tulang Bawang Barat,Lampung,14.245132357434576,373,False
Seimbang,1813,Pesisir Barat,Lampung,23.512473985727986,212,False
Seimbang,1871,Bandar Lampung,Lampung,17.545645011861527,324,False
Seimbang,1872,Metro,Lampung,14.565444394233767,367,False
Seimbang,1901,Bangka,Kepulauan Bangka Belitung,20.194144201948795,272,False
Seimbang,1902,Belitung,Kepulauan Bangka Belitung,23.15226567302993,217,False
Seimbang,1903,Bangka Selatan,Kepulauan Bangka Belitung,20.936032920538022,259,False
Seimbang,1904,Bangka Tengah,Kepulauan Bangka Belitung,25.499678292332177,167,False
Seimbang,1905,Bangka Barat,Kepulauan Bangka Belitung,20.80929747793276,262,False
Seimbang,1906,Belitung Timur,Kepulauan Bangka Belitung,20.018807613886523,278,False
Seimbang,1971,Pangkal Pinang,Kepulauan Bangka Belitung,14.8421478193523,364,False
Seimbang,2102,Karimun,Kepulauan Riau,24.401409171419388,196,False
Seimbang,2103,Natuna,Kepulauan Riau,21.64520057863036,250,False
Seimbang,2104,Lingga,Kepulauan Riau,24.85179894103947,184,False
Seimbang,2105,Kepulauan Anambas,Kepulauan Riau,20.749595553785703,265,False
Seimbang,2171,Batam,Kepulauan Riau,14.76079513196083,365,False
Seimbang,2172,Tanjung Pinang,Kepulauan Riau,13.288631544158351,381,False
Seimbang,3101,Kepulauan Seribu,DKI Jakarta,25.913517203879973,161,False
Seimbang,3171,Jakarta Pusat,DKI Jakarta,19.17353412394739,294,False
Seimbang,3172,Jakarta Utara,DKI Jakarta,19.2409129051212,291,False
Seimbang,3173,Jakarta Barat,DKI Jakarta,18.068984473210406,312,False
Seimbang,3174,Jakarta Selatan,DKI Jakarta,17.143881624453915,332,False
Seimbang,3175,Jakarta Timur,DKI Jakarta,19.51180000042227,287,False
Seimbang,3202,Sukabumi,Jawa Barat,26.700379699064314,150,False
Seimbang,3203,Cianjur,Jawa Barat,18.46549780112635,305,False
Seimbang,3204,Bandung,Jawa Barat,31.726963339730226,79,False
Seimbang,3205,Garut,Jawa Barat,23.876744026694485,205,False
Seimbang,3206,Tasikmalaya,Jawa Barat,24.564348459654916,192,False
Seimbang,3208,Kuningan,Jawa Barat,25.60219736067903,164,False
Seimbang,3210,Majalengka,Jawa Barat,23.289046117375683,216,False
Seimbang,3211,Sumedang,Jawa Barat,21.659870349518098,247,False
Seimbang,3212,Indramayu,Jawa Barat,15.923585820712056,350,False
Seimbang,3213,Subang,Jawa Barat,17.774629352819368,318,False
Seimbang,3214,Purwakarta,Jawa Barat,16.475596521059003,343,False
Seimbang,3215,Karawang,Jawa Barat,22.747950989513157,229,False
Seimbang,3217,Bandung Barat,Jawa Barat,33.731562340170775,65,False
Seimbang,3218,Pangandaran,Jawa Barat,17.478546095546307,325,False
Seimbang,3271,Bogor,Jawa Barat,23.130085303686172,218,False
Seimbang,3273,Bandung,Jawa Barat,26.94915529916415,146,False
Seimbang,3274,Cirebon,Jawa Barat,15.357983973496204,357,False
Seimbang,3275,Bekasi,Jawa Barat,13.697160998644797,377,False
Seimbang,3276,Depok,Jawa Barat,14.36631859468562,371,False
Seimbang,3277,Cimahi,Jawa Barat,20.12763593011904,274,False
Seimbang,3278,Tasikmalaya,Jawa Barat,26.440673498651496,152,False
Seimbang,3279,Banjar,Jawa Barat,19.161719968276085,295,False
Seimbang,3301,Cilacap,Jawa Tengah,21.38047429351772,254,False
Seimbang,3302,Banyumas,Jawa Tengah,27.369804536156355,135,False
Seimbang,3303,Purbalingga,Jawa Tengah,28.90291993758903,109,False
Seimbang,3304,Banjarnegara,Jawa Tengah,27.033959690170626,145,False
Seimbang,3305,Kebumen,Jawa Tengah,26.01761245992077,158,False
Seimbang,3306,Purworejo,Jawa Tengah,17.88492894626073,316,False
Seimbang,3309,Boyolali,Jawa Tengah,26.2986739170589,154,False
Seimbang,3310,Klaten,Jawa Tengah,25.324261919703716,171,False
Seimbang,3311,Sukoharjo,Jawa Tengah,17.7227574925903,320,False
Seimbang,3312,Wonogiri,Jawa Tengah,17.400195515109417,327,False
Seimbang,3314,Sragen,Jawa Tengah,19.884370156609688,281,False
Seimbang,3315,Grobogan,Jawa Tengah,28.27866779301853,119,False
Seimbang,3316,Blora,Jawa Tengah,24.564912366126723,191,False
Seimbang,3317,Rembang,Jawa Tengah,20.385804770158035,271,False
Seimbang,3318,Pati,Jawa Tengah,19.04299249238018,296,False
Seimbang,3321,Demak,Jawa Tengah,15.130780478357279,360,False
Seimbang,3323,Temanggung,Jawa Tengah,28.175633183469177,121,False
Seimbang,3324,Kendal,Jawa Tengah,21.34541547621592,255,False
Seimbang,3325,Batang,Jawa Tengah,21.70418639974423,246,False
Seimbang,3326,Pekalongan,Jawa Tengah,22.41289521718604,235,False
Seimbang,3327,Pemalang,Jawa Tengah,25.625801799009473,163,False
Seimbang,3328,Tegal,Jawa Tengah,18.227517877154114,309,False
Seimbang,3329,Brebes,Jawa Tengah,33.101952968190936,68,False
Seimbang,3371,Magelang,Jawa Tengah,12.7124507625596,385,False
Seimbang,3372,Surakarta,Jawa Tengah,16.843311734890364,338,False
Seimbang,3373,Salatiga,Jawa Tengah,10.882071724515603,395,False
Seimbang,3374,Semarang,Jawa Tengah,15.033937884701682,363,False
Seimbang,3375,Pekalongan,Jawa Tengah,20.51342510089217,269,False
Seimbang,3376,Tegal,Jawa Tengah,17.924881556319452,313,False
Seimbang,3401,Kulon Progo,DI Yogyakarta,22.15162079041995,238,False
Seimbang,3402,Bantul,DI Yogyakarta,22.91678057938597,221,False
Seimbang,3403,Gunung Kidul,DI Yogyakarta,24.87178986307789,181,False
Seimbang,3404,Sleman,DI Yogyakarta,20.83613890407606,261,False
Seimbang,3471,Yogyakarta,DI Yogyakarta,16.173986802015254,348,False
Seimbang,3501,Pacitan,Jawa Timur,17.89759193762145,315,False
Seimbang,3503,Trenggalek,Jawa Timur,11.134908870495222,394,False
Seimbang,3504,Tulungagung,Jawa Timur,15.053669193897802,362,False
Seimbang,3505,Blitar,Jawa Timur,20.69551983522344,267,False
Seimbang,3506,Kediri,Jawa Timur,15.446435238209412,356,False
Seimbang,3507,Malang,Jawa Timur,29.884619769440086,94,False
Seimbang,3508,Lumajang,Jawa Timur,25.974206694491688,159,False
Seimbang,3509,Jember,Jawa Timur,35.2631437071434,51,False
Seimbang,3510,Banyuwangi,Jawa Timur,20.0399677838492,277,False
Seimbang,3511,Bondowoso,Jawa Timur,16.186739824426386,347,False
Seimbang,3512,Situbondo,Jawa Timur,15.603289336189897,352,False
Seimbang,3514,Pasuruan,Jawa Timur,28.713766042214424,112,False
Seimbang,3516,Mojokerto,Jawa Timur,17.61416380537007,323,False
Seimbang,3517,Jombang,Jawa Timur,21.86000996279343,244,False
Seimbang,3518,Nganjuk,Jawa Timur,25.170190195211063,173,False
Seimbang,3519,Madiun,Jawa Timur,14.018905765335834,374,False
Seimbang,3520,Magetan,Jawa Timur,12.694349996289755,386,False
Seimbang,3521,Ngawi,Jawa Timur,17.426667598066455,326,False
Seimbang,3522,Bojonegoro,Jawa Timur,17.157881227184276,331,False
Seimbang,3523,Tuban,Jawa Timur,18.312634342888924,307,False
Seimbang,3524,Lamongan,Jawa Timur,13.945655944713822,376,False
Seimbang,3525,Gresik,Jawa Timur,18.499666181589852,304,False
Seimbang,3526,Bangkalan,Jawa Timur,30.395371945259974,87,False
Seimbang,3527,Sampang,Jawa Timur,30.241537991555727,90,False
Seimbang,3529,Sumenep,Jawa Timur,21.92821156327823,243,False
Seimbang,3571,Kediri,Jawa Timur,20.803716682507453,263,False
Seimbang,3572,Blitar,Jawa Timur,12.609566212199107,387,False
Seimbang,3573,Malang,Jawa Timur,23.643968719446676,210,False
Seimbang,3575,Pasuruan,Jawa Timur,17.90302318929943,314,False
Seimbang,3577,Madiun,Jawa Timur,8.930035927732577,402,False
Seimbang,3579,Batu,Jawa Timur,22.464989832071776,234,False
Seimbang,3601,Pandeglang,Banten,31.097795780583144,84,False
Seimbang,3602,Lebak,Banten,35.10691234485375,54,False
Seimbang,3603,Tangerang,Banten,32.670483717316486,73,False
Seimbang,3604,Serang,Banten,21.605321015620596,253,False
Seimbang,3671,Tangerang,Banten,15.270222652598626,358,False
Seimbang,3672,Cilegon,Banten,16.862075497291425,336,False
Seimbang,3674,Tangerang Selatan,Banten,32.14332636614939,76,False
Seimbang,5101,Jembrana,Bali,5.970832779859979,406,False
Seimbang,5102,Tabanan,Bali,6.142233947623558,404,False
Seimbang,5103,Badung,Bali,4.07687446857655,408,False
Seimbang,5104,Gianyar,Bali,3.550920981037449,409,False
Seimbang,5105,Klungkung,Bali,4.784428750338069,407,False
Seimbang,5106,Bangli,Bali,8.567636340575678,403,False
Seimbang,5107,Karangasem,Bali,12.980107013251866,384,False
Seimbang,5108,Buleleng,Bali,15.545452289365683,354,False
Seimbang,5203,Lombok Timur,Nusa Tenggara Barat,38.93101156296994,30,False
Seimbang,5204,Sumbawa,Nusa Tenggara Barat,30.887500142241684,85,False
Seimbang,5205,Dompu,Nusa Tenggara Barat,21.30665038363399,256,False
Seimbang,5208,Lombok Utara,Nusa Tenggara Barat,44.25401481955533,13,False
Seimbang,5271,Mataram,Nusa Tenggara Barat,25.027596737149473,176,False
Seimbang,5272,Bima,Nusa Tenggara Barat,27.322334278133567,136,False
Seimbang,5301,Kupang,Nusa Tenggara Timur,45.86508988521479,10,True
Seimbang,5302,Timor Tengah Selatan,Nusa Tenggara Timur,55.91926189481528,2,True
Seimbang,5303,Timor Tengah Utara,Nusa Tenggara Timur,50.05947112652939,5,True
Seimbang,5304,Belu,Nusa Tenggara Timur,40.37111152936596,22,False
Seimbang,5305,Alor,Nusa Tenggara Timur,42.314558294667336,16,False
Seimbang,5306,Flores Timur,Nusa Tenggara Timur,31.72214702358985,80,False
Seimbang,5307,Sikka,Nusa Tenggara Timur,29.539816482950464,100,False
Seimbang,5308,Ende,Nusa Tenggara Timur,39.2824305597864,28,False
Seimbang,5309,Ngada,Nusa Tenggara Timur,32.27420213961091,74,False
Seimbang,5310,Manggarai,Nusa Tenggara Timur,42.01530737203825,18,False
Seimbang,5311,Sumba Timur,Nusa Tenggara Timur,41.648539712323256,19,False
Seimbang,5312,Sumba Barat,Nusa Tenggara Timur,44.41011663618017,12,False
Seimbang,5313,Lembata,Nusa Tenggara Timur,36.31424358023027,43,False
Seimbang,5314,Rote Ndao,Nusa Tenggara Timur,38.79181333464237,32,False
Seimbang,5315,Manggarai Barat,Nusa Tenggara Timur,35.392040436980814,49,False
Seimbang,5316,Nagekeo,Nusa Tenggara Timur,26.934417315046883,147,False
Seimbang,5317,Sumba Tengah,Nusa Tenggara Timur,49.24013160751645,6,True
Seimbang,5318,Sumba Barat Daya,Nusa Tenggara Timur,50.96381142921755,4,True
Seimbang,5319,Manggarai Timur,Nusa Tenggara Timur,47.18304065585893,8,True
Seimbang,5320,Sabu Raijua,Nusa Tenggara Timur,45.30300391696856,11,False
Seimbang,5371,Kupang,Nusa Tenggara Timur,28.269668114335616,120,False
Seimbang,6101,Sambas,Kalimantan Barat,35.179876309494695,53,False
Seimbang,6102,Mempawah,Kalimantan Barat,24.342937460098153,199,False
Seimbang,6103,Sanggau,Kalimantan Barat,16.856706781893806,337,False
Seimbang,6104,Ketapang,Kalimantan Barat,18.235953501206115,308,False
Seimbang,6105,Sintang,Kalimantan Barat,27.77190769134918,129,False
Seimbang,6107,Bengkayang,Kalimantan Barat,20.79272268200633,264,False
Seimbang,6108,Landak,Kalimantan Barat,29.556551241944533,99,False
Seimbang,6109,Sekadau,Kalimantan Barat,15.073765950880775,361,False
Seimbang,6111,Kayong Utara,Kalimantan Barat,23.75163655541827,208,False
Seimbang,6112,Kubu Raya,Kalimantan Barat,27.27977597073015,137,False
Seimbang,6171,Pontianak,Kalimantan Barat,23.64327644706954,211,False
Seimbang,6172,Singkawang,Kalimantan Barat,22.90074430560468,222,False
Seimbang,6201,Waringin Barat,Kalimantan Tengah,20.452602589564762,270,False
Seimbang,6204,Barito Selatan,Kalimantan Tengah,29.66727274752523,97,False
Seimbang,6205,Barito Utara,Kalimantan Tengah,17.79424318571608,317,False
Seimbang,6207,Seruyan,Kalimantan Tengah,30.470774288604478,86,False
Seimbang,6208,Sukamara,Kalimantan Tengah,20.159553035532436,273,False
Seimbang,6210,Gunung Mas,Kalimantan Tengah,18.81205190892958,302,False
Seimbang,6211,Pulang Pisau,Kalimantan Tengah,22.504389140475197,233,False
Seimbang,6212,Murung Raya,Kalimantan Tengah,20.696643859006674,266,False
Seimbang,6213,Barito Timur,Kalimantan Tengah,19.028866309278847,297,False
Seimbang,6271,Palangka Raya,Kalimantan Tengah,16.704088641487633,342,False
Seimbang,6302,Baru,Kalimantan Selatan,22.787488859100762,227,False
Seimbang,6303,Banjar,Kalimantan Selatan,28.876841268194774,110,False
Seimbang,6304,Barito Kuala,Kalimantan Selatan,14.00798799318228,375,False
Seimbang,6305,Tapin,Kalimantan Selatan,10.05366044785318,399,False
Seimbang,6308,Hulu Sungai Utara,Kalimantan Selatan,24.039796056221398,204,False
Seimbang,6310,Tanah Bumbu,Kalimantan Selatan,18.142604832088978,310,False
Seimbang,6311,Balangan,Kalimantan Selatan,14.300485091288467,372,False
Seimbang,6371,Banjarmasin,Kalimantan Selatan,22.636046235427763,231,False
Seimbang,6372,Banjar Baru,Kalimantan Selatan,14.500198903154267,368,False
Seimbang,6401,Paser,Kalimantan Timur,21.626617382375958,252,False
Seimbang,6402,Kutai Kertanegara,Kalimantan Timur,15.484350587844759,355,False
Seimbang,6403,Berau,Kalimantan Timur,18.396412555514605,306,False
Seimbang,6407,Kutai Barat,Kalimantan Timur,30.37574863206722,88,False
Seimbang,6408,Kutai Timur,Kalimantan Timur,28.821995520834992,111,False
Seimbang,6409,Penajam Paser Utara,Kalimantan Timur,23.444704510868334,214,False
Seimbang,6411,Mahakam Ulu,Kalimantan Timur,28.02391238453939,123,False
Seimbang,6471,Balikpapan,Kalimantan Timur,20.11288677360819,275,False
Seimbang,6472,Samarinda,Kalimantan Timur,17.02369911448412,334,False
Seimbang,6474,Bontang,Kalimantan Timur,15.858166825752944,351,False
