skenario,kode_kab_kota,kabupaten_kota_normalized,provinsi_normalized,priority_score,rank,in_top10
Seimbang,6502,Malinau,Kalimantan Utara,24.85970013497144,183,False
Seimbang,6504,Tana Tidung,Kalimantan Utara,10.827486888676798,396,False
Seimbang,6571,Tarakan,Kalimantan Utara,11.710199885650281,393,False
Seimbang,7101,Bolaang Mongondow,Sulawesi Utara,18.850201762061506,300,False
Seimbang,7102,Minahasa,Sulawesi Utara,17.23047245069071,330,False
Seimbang,7103,Kepulauan Sangihe,Sulawesi Utara,27.958150772870066,126,False
Seimbang,7104,Kepulauan Talaud,Sulawesi Utara,13.671398123928268,378,False
Seimbang,7105,Minahasa Selatan,Sulawesi Utara,23.003754538429494,219,False
Seimbang,7106,Minahasa Utara,Sulawesi Utara,15.579478465084929,353,False
Seimbang,7108,Bolaang Mongondow Utara,Sulawesi Utara,21.65699803910532,249,False
Seimbang,7109,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,24.696561928742263,186,False
Seimbang,7111,Bolaang Mongondow Selatan,Sulawesi Utara,21.061346372686373,258,False
Seimbang,7171,Manado,Sulawesi Utara,16.79714856372348,339,False
Seimbang,7172,Bitung,Sulawesi Utara,19.292620252035288,289,False
Seimbang,7173,Tomohon,Sulawesi Utara,9.49425674353585,401,False
Seimbang,7174,Kotamobago,Sulawesi Utara,19.384384565681806,288,False
Seimbang,7201,Banggai,Sulawesi Tengah,27.123491546671644,143,False
Seimbang,7202,Poso,Sulawesi Tengah,23.329969036033823,215,False
Seimbang,7203,Donggala,Sulawesi Tengah,32.810550245336955,71,False
Seimbang,7204,Toli-Toli,Sulawesi Tengah,28.97927601269122,107,False
Seimbang,7205,Buol,Sulawesi Tengah,32.84616104124487,70,False
Seimbang,7206,Morowali,Sulawesi Tengah,24.65052230184783,189,False
Seimbang,7207,Banggai Kepulauan,Sulawesi Tengah,34.88276448297279,57,False
Seimbang,7208,Parigi Moutong,Sulawesi Tengah,24.89125622523119,180,False
Seimbang,7209,Tojo Una Una,Sulawesi Tengah,19.85225270686438,282,False
Seimbang,7210,Sigi,Sulawesi Tengah,31.29656958794139,82,False
Seimbang,7211,Banggai Laut,Sulawesi Tengah,35.25731223262574,52,False
Seimbang,7212,Morowali Utara,Sulawesi Tengah,22.54030897559863,232,False
Seimbang,7271,Palu,Sulawesi Tengah,22.867868403610945,223,False
Seimbang,7301,Selayar,Sulawesi Selatan,27.996988656318887,125,False
Seimbang,7302,Bulukumba,Sulawesi Selatan,25.386142080786815,170,False
Seimbang,7303,Bantaeng,Sulawesi Selatan,19.787929088424136,284,False
Seimbang,7304,Jeneponto,Sulawesi Selatan,34.52817275038985,62,False
Seimbang,7306,Gowa,Sulawesi Selatan,17.315598024748425,328,False
Seimbang,7308,Bone,Sulawesi Selatan,25.58677183659139,166,False
Seimbang,7310,Pangkajene dan Kepulauan,Sulawesi Selatan,30.013822630930083,92,False
Seimbang,7311,Barru,Sulawesi Selatan,24.958939155253358,178,False
Seimbang,7312,Soppeng,Sulawesi Selatan,25.59406004577471,165,False
Seimbang,7313,Wajo,Sulawesi Selatan,19.287998145764444,290,False
Seimbang,7315,Pinrang,Sulawesi Selatan,21.657491365827088,248,False
Seimbang,7316,Enrekang,Sulawesi Selatan,35.4458048268808,48,False
Seimbang,7318,Tana Toraja,Sulawesi Selatan,28.333207102302897,117,False
Seimbang,7322,Luwu Utara,Sulawesi Selatan,28.084500720466554,122,False
Seimbang,7324,Luwu Timur,Sulawesi Selatan,18.99632997555788,298,False
Seimbang,7326,Toraja Utara,Sulawesi Selatan,27.085624696030433,144,False
Seimbang,7371,Makasar,Sulawesi Selatan,24.180224781457362,201,False
Seimbang,7372,Pare-Pare,Sulawesi Selatan,22.773334362169226,228,False
Seimbang,7373,Palopo,Sulawesi Selatan,21.850108408452776,245,False
Seimbang,7401,Kolaka,Sulawesi Tenggara,26.04230658176979,157,False
Seimbang,7402,Konawe,Sulawesi Tenggara,25.669310344115853,162,False
Seimbang,7403,Muna,Sulawesi Tenggara,27.176900453021275,142,False
Seimbang,7404,Buton,Sulawesi Tenggara,32.19744820581918,75,False
Seimbang,7406,Bombana,Sulawesi Tenggara,21.99336606675778,241,False
Seimbang,7407,Wakatobi,Sulawesi Tenggara,33.98467481579725,63,False
Seimbang,7409,Konawe Utara,Sulawesi Tenggara,29.05558609614795,105,False
Seimbang,7410,Buton Utara,Sulawesi Tenggara,33.10823272575692,67,False
Seimbang,7411,Kolaka Timur,Sulawesi Tenggara,22.27621819030202,237,False
Seimbang,7412,Konawe Kepulauan,Sulawesi Tenggara,34.67724735199572,60,False
Seimbang,7413,Muna Barat,Sulawesi Tenggara,30.226186288636757,91,False
Seimbang,7414,Buton Tengah,Sulawesi Tenggara,34.69967260518996,59,False
Seimbang,7415,Buton Selatan,Sulawesi Tenggara,39.514985278218056,25,False
Seimbang,7471,Kendari,Sulawesi Tenggara,21.637478015586225,251,False
Seimbang,7472,Bau-Bau,Sulawesi Tenggara,25.118657487230003,174,False
Seimbang,7501,Gorontalo,Gorontalo,31.36771762343637,81,False
Seimbang,7502,Boalemo,Gorontalo,14.483374820685027,369,False
Seimbang,7503,Bone Bolango,Gorontalo,25.43131595588401,169,False
Seimbang,7504,Pohuwato,Gorontalo,21.283446023653248,257,False
Seimbang,7505,Gorontalo Utara,Gorontalo,28.3221343830611,118,False
Seimbang,7571,Gorontalo,Gorontalo,27.467604466557066,133,False
Seimbang,7601,Mamuju Utara,Sulawesi Barat,36.350985834290654,42,False
Seimbang,7602,Mamuju,Sulawesi Barat,33.5271285726219,66,False
Seimbang,7603,Mamasa,Sulawesi Barat,37.90074372588738,35,False
Seimbang,7604,Polewali Mandar,Sulawesi Barat,35.02258776349943,55,False
Seimbang,7606,Mamuju Tengah,Sulawesi Barat,26.145618836825477,156,False
Seimbang,8101,Maluku Tengah,Maluku,29.578988455562786,98,False
Seimbang,8102,Maluku Tenggara,Maluku,39.37871940838074,26,False
Seimbang,8103,Kepulauan Tanimbar,Maluku,39.315617471099145,27,False
Seimbang,8104,Buru,Maluku,27.710600386553477,130,False
Seimbang,8105,Seram Bagian Timur,Maluku,35.019008338694455,56,False
Seimbang,8106,Seram Bagian Barat,Maluku,39.52192211948025,24,False
Seimbang,8107,Kepulauan Aru,Maluku,43.505871965746586,14,False
Seimbang,8108,Maluku Barat Daya,Maluku,37.4531361374398,38,False
Seimbang,8109,Buru Selatan,Maluku,39.2555660365794,29,False
Seimbang,8171,Ambon,Maluku,16.989199206734845,335,False
Seimbang,8172,Tual,Maluku,35.31909893738138,50,False
Seimbang,8201,Halmahera Barat,Maluku Utara,27.414968187487922,134,False
Seimbang,8203,Halmahera Utara,Maluku Utara,18.849819501478315,301,False
Seimbang,8204,Halmahera Selatan,Maluku Utara,34.54006788341719,61,False
Seimbang,8206,Halmahera Timur,Maluku Utara,25.490699752783332,168,False
Seimbang,8208,Pulau Taliabu,Maluku Utara,30.340718462043395,89,False
Seimbang,8271,Ternate,Maluku Utara,13.596786942389993,379,False
Seimbang,8272,Tidore Kepulauan,Maluku Utara,17.689494193266345,322,False
Seimbang,9103,Jayapura,Papua,24.05860698698018,202,False
Seimbang,9105,Kepulauan Yapen,Papua,40.9331280217908,20,False
Seimbang,9110,Sarmi,Papua,28.008596746512435,124,False
Seimbang,9115,Waropen,Papua,35.82722047475735,46,False
Seimbang,9119,Supiori,Papua,58.907892670809716,1,True
Seimbang,9120,Mamberamo Raya,Papua,47.17476150089409,9,True
Seimbang,9301,Merauke,Papua,19.592985230196735,286,False
Seimbang,9201,Sorong,Papua Barat,37.53642044634623,37,False
Seimbang,9202,Manokwari,Papua Barat,32.01026172443325,77,False
Seimbang,9203,Fak-Fak,Papua Barat,35.788012110208385,47,False
Seimbang,9204,Sorong Selatan,Papua Barat,38.41547892265077,33,False
Seimbang,9205,Raja Ampat,Papua Barat,42.217915200260656,17,False
Seimbang,9206,Teluk Bintuni,Papua Barat,39.57241582029532,23,False
Seimbang,9207,Teluk Wondama,Papua Barat,48.465730418461064,7,True
Seimbang,9208,Kaimana,Papua Barat,27.244605826722335,138,False
Seimbang,9211,Manokwari Selatan,Papua Barat,37.54191846222613,36,False
Seimbang,9212,Pegunungan Arfak,Papua Barat,54.58699870679361,3,True
Fokus cakupan,1101,Aceh Selatan,Aceh,31.71380053542351,50,False
Fokus cakupan,1102,Aceh Tenggara,Aceh,25.500981641128817,111,False
Fokus cakupan,1103,Aceh Timur,Aceh,32.311864457031795,43,False
Fokus cakupan,1104,Aceh Tengah,Aceh,28.063471139986525,80,False
Fokus cakupan,1105,Aceh Barat,Aceh,25.434078916096645,115,False
Fokus cakupan,1106,Aceh Besar,Aceh,28.97021482980483,73,False
Fokus cakupan,1107,Pidie,Aceh,33.160004404453225,38,False
Fokus cakupan,1108,Aceh Utara,Aceh,22.558567164099294,177,False
Fokus cakupan,1109,Simeulue,Aceh,24.751398673491128,129,False
Fokus cakupan,1110,Aceh Singkil,Aceh,35.82422348662063,22,False
Fokus cakupan,1111,Bireuen,Aceh,25.307351730085315,117,False
Fokus cakupan,1113,Gayo Lues,Aceh,21.50565127276865,207,False
Fokus cakupan,1114,Aceh Jaya,Aceh,25.192474436985492,120,False
Fokus cakupan,1115,Nagan Raya,Aceh,30.14373162213481,68,False
Fokus cakupan,1116,Aceh Tamiang,Aceh,25.318137136932165,116,False
Fokus cakupan,1117,Bener Meriah,Aceh,34.4735916096365,28,False
Fokus cakupan,1118,Pidie Jaya,Aceh,31.76997268804365,49,False
Fokus cakupan,1171,Banda Aceh,Aceh,19.841870059268764,244,False
Fokus cakupan,1172,Sabang,Aceh,23.9709078517611,147,False
Fokus cakupan,1173,Lhokseumawe,Aceh,19.455941735398206,252,False
Fokus cakupan,1174,Langsa,Aceh,14.5666442305049,357,False
Fokus cakupan,1175,Subulussalam,Aceh,32.993165064439744,39,False
Fokus cakupan,1201,Tapanuli Tengah,Sumatera Utara,28.965581351328503,74,False
Fokus cakupan,1202,Tapanuli Utara,Sumatera Utara,27.554787421389122,85,False
Fokus cakupan,1203,Tapanuli Selatan,Sumatera Utara,9.823669796475565,397,False
Fokus cakupan,1208,Simalungun,Sumatera Utara,22.589076862259393,175,False
Fokus cakupan,1209,Asahan,Sumatera Utara,16.378172643634088,320,False
Fokus cakupan,1210,Labuhan Batu,Sumatera Utara,21.749330837692657,202,False
Fokus cakupan,1211,Dairi,Sumatera Utara,23.952871202772844,148,False
Fokus cakupan,1212,Toba Samosir,Sumatera Utara,21.380853176731968,210,False
Fokus cakupan,1213,Mandailing Natal,Sumatera Utara,22.533271535690428,178,False
Fokus cakupan,1214,Nias Selatan,Sumatera Utara,31.777617013804157,48,False
Fokus cakupan,1215,Pakpak Bharat,Sumatera Utara,23.392933863718735,165,False
Fokus cakupan,1216,Humbang Hasundutan,Sumatera Utara,17.72155279114536,291,False
Fokus cakupan,1217,Samosir,Sumatera Utara,25.867127797424892,109,False
Fokus cakupan,1218,Serdang Bedagai,Sumatera Utara,17.345929421847632,295,False
Fokus cakupan,1225,Nias Barat,Sumatera Utara,36.93020153274012,17,False
Fokus cakupan,1272,Pematang Siantar,Sumatera Utara,11.361788029375074,388,False
Fokus cakupan,1274,Tanjung Balai,Sumatera Utara,9.885767726640823,396,False
Fokus cakupan,1275,Binjai,Sumatera Utara,20.904133527108378,218,False
Fokus cakupan,1277,Padang Sidimpuan,Sumatera Utara,26.737600961997707,95,False
Fokus cakupan,1278,Gunungsitoli,Sumatera Utara,21.65419764833999,204,False
Fokus cakupan,1301,Pesisir Selatan,Sumatera Barat,22.187122268802586,185,False
Fokus cakupan,1302,Solok,Sumatera Barat,24.130501347448583,143,False
Fokus cakupan,1303,Sijunjung,Sumatera Barat,22.172587976869572,186,False
Fokus cakupan,1304,Tanah Datar,Sumatera Barat,20.25905373041965,234,False
Fokus cakupan,1305,Padang Pariaman,Sumatera Barat,20.88845590895605,219,False
Fokus cakupan,1306,Agam,Sumatera Barat,21.80949403830573,200,False
Fokus cakupan,1307,Limapuluh Koto,Sumatera Barat,20.289343107094666,232,False
Fokus cakupan,1308,Pasaman,Sumatera Barat,24.60066001384327,131,False
Fokus cakupan,1309,Kepulauan Mentawai,Sumatera Barat,29.978704064005363,69,False
Fokus cakupan,1310,Dharmas Raya,Sumatera Barat,15.782346806904037,335,False
Fokus cakupan,1312,Pasaman Barat,Sumatera Barat,22.05199766540313,193,False
Fokus cakupan,1371,Padang,Sumatera Barat,20.016317256516388,241,False
Fokus cakupan,1372,Solok,Sumatera Barat,10.68853928992291,391,False
Fokus cakupan,1373,Sawah Lunto,Sumatera Barat,14.648998736035752,354,False
Fokus cakupan,1374,Padang Panjang,Sumatera Barat,14.49469829235281,360,False
Fokus cakupan,1375,Bukittinggi,Sumatera Barat,10.6233460076174,392,False
Fokus cakupan,1376,Payakumbuh,Sumatera Barat,12.909202887852423,372,False
Fokus cakupan,1377,Pariaman,Sumatera Barat,12.865238186233988,373,False
Fokus cakupan,1402,Indragiri Hulu,Riau,21.229477094542503,211,False
Fokus cakupan,1403,Bengkalis,Riau,17.053343136039008,307,False
Fokus cakupan,1406,Rokan Hulu,Riau,23.542941720591266,160,False
Fokus cakupan,1407,Rokan Hilir,Riau,25.09522917851867,122,False
Fokus cakupan,1408,Siak,Riau,17.172721521900844,301,False
Fokus cakupan,1409,Kuantan Sengingi,Riau,23.73981458307678,157,False
Fokus cakupan,1410,Kepulauan Meranti,Riau,25.437249929827477,114,False
Fokus cakupan,1471,Pekanbaru,Riau,13.478132309163236,368,False
Fokus cakupan,1472,Dumai,Riau,13.984133394710968,363,False
Fokus cakupan,1502,Merangin,Jambi,12.274978751157526,380,False
Fokus cakupan,1503,Sarolangun,Jambi,11.346171316787235,389,False
Fokus cakupan,1506,Tanjung Jabung Barat,Jambi,12.512070910418947,378,False
Fokus cakupan,1507,Tanjung Jabung Timur,Jambi,24.51857512005038,135,False
Fokus cakupan,1509,Tebo,Jambi,18.30998035406172,279,False
Fokus cakupan,1571,Jambi,Jambi,11.923270677447352,384,False
Fokus cakupan,1572,Sungai Penuh,Jambi,5.611606913490802,406,False
Fokus cakupan,1601,Ogan Komering Ulu,Sumatera Selatan,23.570100525722175,159,False
Fokus cakupan,1602,Ogan Komering Ilir,Sumatera Selatan,23.493367823359925,162,False
Fokus cakupan,1603,Muara Enim,Sumatera Selatan,22.048724165247958,194,False
Fokus cakupan,1604,Lahat,Sumatera Selatan,17.867862030402435,290,False
Fokus cakupan,1605,Musi Rawas,Sumatera Selatan,20.14830907707271,238,False
Fokus cakupan,1609,Ogan Komering Ulu Selatan,Sumatera Selatan,16.297203220144418,322,False
Fokus cakupan,1610,Ogan Ilir,Sumatera Selatan,26.131577489619932,103,False
Fokus cakupan,1611,Empat Lawang,Sumatera Selatan,26.293957185764807,98,False
Fokus cakupan,1612,Penukal Abab Lematang Ilir,Sumatera Selatan,21.04908128293016,215,False
Fokus cakupan,1671,Palembang,Sumatera Selatan,16.825447586996596,310,False
Fokus cakupan,1673,Lubuklinggau,Sumatera Selatan,21.845456572322142,197,False
Fokus cakupan,1674,Prabumulih,Sumatera Selatan,14.879879352014273,353,False
Fokus cakupan,1702,Rejang Lebong,Bengkulu,25.196634984069572,119,False
Fokus cakupan,1703,Bengkulu Utara,Bengkulu,21.73274333510389,203,False
Fokus cakupan,1704,Kaur,Bengkulu,19.078305273632225,259,False
Fokus cakupan,1705,Seluma,Bengkulu,24.826084101909608,127,False
Fokus cakupan,1706,Mukomuko,Bengkulu,21.815159295997894,199,False
Fokus cakupan,1707,Lebong,Bengkulu,19.845290764427915,243,False
Fokus cakupan,1709,Bengkulu Tengah,Bengkulu,24.547766766265433,133,False
Fokus cakupan,1771,Bengkulu,Bengkulu,20.261979903822546,233,False
Fokus cakupan,1801,Lampung Selatan,Lampung,15.741126180142864,337,False
Fokus cakupan,1802,Lampung Tengah,Lampung,18.322593966780097,277,False
Fokus cakupan,1803,Lampung Utara,Lampung,23.492374106072393,163,False
Fokus cakupan,1804,Lampung Barat,Lampung,21.11302491947506,214,False
Fokus cakupan,1805,Tulang Bawang,Lampung,17.062425966963854,305,False
Fokus cakupan,1806,Tanggamus,Lampung,24.160886544548248,141,False
Fokus cakupan,1807,Lampung Timur,Lampung,18.4626946830776,273,False
Fokus cakupan,1808,Way Kanan,Lampung,15.540903940613505,342,False
Fokus cakupan,1809,Pesawaran,Lampung,18.731862575387044,269,False
Fokus cakupan,1810,Pringsewu,Lampung,17.49151235096789,294,False
Fokus cakupan,1811,Mesuji,Lampung,8.990299698436333,400,False
Fokus cakupan,1812,Tulang Bawang Barat,Lampung,12.772475718977002,374,False
Fokus cakupan,1813,Pesisir Barat,Lampung,20.54369775554594,229,False
Fokus cakupan,1871,Bandar Lampung,Lampung,17.116678570285718,304,False
Fokus cakupan,1872,Metro,Lampung,13.041312951015824,371,False
Fokus cakupan,1901,Bangka,Kepulauan Bangka Belitung,18.128989358203015,285,False
Fokus cakupan,1902,Belitung,Kepulauan Bangka Belitung,20.86804852731121,220,False
Fokus cakupan,1903,Bangka Selatan,Kepulauan Bangka Belitung,18.463753572388878,272,False
Fokus cakupan,1904,Bangka Tengah,Kepulauan Bangka Belitung,23.039092235994783,169,False
Fokus cakupan,1905,Bangka Barat,Kepulauan Bangka Belitung,18.990244635517357,263,False
Fokus cakupan,1906,Belitung Timur,Kepulauan Bangka Belitung,18.085511403940902,287,False
Fokus cakupan,1971,Pangkal Pinang,Kepulauan Bangka Belitung,13.188560366795475,370,False
Fokus cakupan,2102,Karimun,Kepulauan Riau,22.087204342631477,192,False
Fokus cakupan,2103,Natuna,Kepulauan Riau,19.597192495330173,250,False
Fokus cakupan,2104,Lingga,Kepulauan Riau,22.394326114416337,179,False
Fokus cakupan,2105,Kepulauan Anambas,Kepulauan Riau,18.816417689203092,267,False
Fokus cakupan,2171,Batam,Kepulauan Riau,14.945398750548566,352,False
Fokus cakupan,2172,Tanjung Pinang,Kepulauan Riau,12.091238712560168,383,False
Fokus cakupan,3101,Kepulauan Seribu,DKI Jakarta,22.977201213093213,171,False
Fokus cakupan,3171,Jakarta Pusat,DKI Jakarta,18.092323747272065,286,False
Fokus cakupan,3172,Jakarta Utara,DKI Jakarta,18.507681197981903,270,False
Fokus cakupan,3173,Jakarta Barat,DKI Jakarta,18.787530302998327,268,False
Fokus cakupan,3174,Jakarta Selatan,DKI Jakarta,18.194379371774232,283,False
Fokus cakupan,3175,Jakarta Timur,DKI Jakarta,20.974680673402155,216,False
Fokus cakupan,3202,Sukabumi,Jawa Barat,27.343761866921334,88,False
Fokus cakupan,3203,Cianjur,Jawa Barat,20.155405817343134,237,False
Fokus cakupan,3204,Bandung,Jawa Barat,33.189194433867186,37,False
Fokus cakupan,3205,Garut,Jawa Barat,25.500243703646223,112,False
Fokus cakupan,3206,Tasikmalaya,Jawa Barat,24.079223914567386,146,False
Fokus cakupan,3208,Kuningan,Jawa Barat,23.849844366990272,156,False
Fokus cakupan,3210,Majalengka,Jawa Barat,21.904154846466675,196,False
Fokus cakupan,3211,Sumedang,Jawa Barat,20.52651988329842,230,False
Fokus cakupan,3212,Indramayu,Jawa Barat,16.212604258390538,326,False
Fokus cakupan,3213,Subang,Jawa Barat,17.50926077210557,293,False
Fokus cakupan,3214,Purwakarta,Jawa Barat,15.898575820390391,332,False
Fokus cakupan,3215,Karawang,Jawa Barat,23.393604730724178,164,False
Fokus cakupan,3217,Bandung Barat,Jawa Barat,31.867599275220908,47,False
Fokus cakupan,3218,Pangandaran,Jawa Barat,15.60153917438754,340,False
Fokus cakupan,3271,Bogor,Jawa Barat,21.837460748258533,198,False
Fokus cakupan,3273,Bandung,Jawa Barat,28.059632748943322,81,False
Fokus cakupan,3274,Cirebon,Jawa Barat,13.918595546557125,364,False
Fokus cakupan,3275,Bekasi,Jawa Barat,15.30087358252712,348,False
Fokus cakupan,3276,Depok,Jawa Barat,15.580918185233603,341,False
Fokus cakupan,3277,Cimahi,Jawa Barat,18.252462267657624,282,False
Fokus cakupan,3278,Tasikmalaya,Jawa Barat,24.23943297413151,140,False
Fokus cakupan,3279,Banjar,Jawa Barat,17.02626475517594,308,False
Fokus cakupan,3301,Cilacap,Jawa Tengah,20.833010300057538,221,False
Fokus cakupan,3302,Banyumas,Jawa Tengah,26.193330831946245,99,False
Fokus cakupan,3303,Purbalingga,Jawa Tengah,26.17439364716366,100,False
Fokus cakupan,3304,Banjarnegara,Jawa Tengah,24.514693443823536,136,False
Fokus cakupan,3305,Kebumen,Jawa Tengah,24.083419499067237,145,False
Fokus cakupan,3306,Purworejo,Jawa Tengah,16.270263389535504,323,False
Fokus cakupan,3309,Boyolali,Jawa Tengah,23.911567743700708,151,False
Fokus cakupan,3310,Klaten,Jawa Tengah,23.225866796345038,166,False
Fokus cakupan,3311,Sukoharjo,Jawa Tengah,16.547642499474854,315,False
Fokus cakupan,3312,Wonogiri,Jawa Tengah,15.904789873781487,331,False
Fokus cakupan,3314,Sragen,Jawa Tengah,18.17785152547597,284,False
Fokus cakupan,3315,Grobogan,Jawa Tengah,26.0221169132059,106,False
Fokus cakupan,3316,Blora,Jawa Tengah,22.09173519623945,190,False
Fokus cakupan,3317,Rembang,Jawa Tengah,18.312420653380787,278,False
Fokus cakupan,3318,Pati,Jawa Tengah,18.018094116069165,289,False
Fokus cakupan,3321,Demak,Jawa Tengah,14.553709303525874,358,False
Fokus cakupan,3323,Temanggung,Jawa Tengah,25.45456222872777,113,False
Fokus cakupan,3324,Kendal,Jawa Tengah,19.776366102542813,246,False
Fokus cakupan,3325,Batang,Jawa Tengah,19.838300562609955,245,False
Fokus cakupan,3326,Pekalongan,Jawa Tengah,20.795678290451256,225,False
Fokus cakupan,3327,Pemalang,Jawa Tengah,23.903651817370854,153,False
Fokus cakupan,3328,Tegal,Jawa Tengah,18.029630351178,288,False
Fokus cakupan,3329,Brebes,Jawa Tengah,31.04597194011391,56,False
Fokus cakupan,3371,Magelang,Jawa Tengah,11.183619900888035,390,False
Fokus cakupan,3372,Surakarta,Jawa Tengah,16.006041294741703,327,False
Fokus cakupan,3373,Salatiga,Jawa Tengah,9.650838350233409,398,False
Fokus cakupan,3374,Semarang,Jawa Tengah,16.23540280883175,325,False
Fokus cakupan,3375,Pekalongan,Jawa Tengah,18.369839932096173,276,False
Fokus cakupan,3376,Tegal,Jawa Tengah,15.840207768842676,334,False
Fokus cakupan,3401,Kulon Progo,DI Yogyakarta,19.33327861269145,253,False
Fokus cakupan,3402,Bantul,DI Yogyakarta,21.15938416412996,213,False
Fokus cakupan,3403,Gunung Kidul,DI Yogyakarta,22.117491327311733,188,False
Fokus cakupan,3404,Sleman,DI Yogyakarta,20.697069013430685,226,False
Fokus cakupan,3471,Yogyakarta,DI Yogyakarta,14.953659359105167,351,False
Fokus cakupan,3501,Pacitan,Jawa Timur,15.980292392515572,329,False
Fokus cakupan,3503,Trenggalek,Jawa Timur,10.424746925389622,394,False
Fokus cakupan,3504,Tulungagung,Jawa Timur,14.437560278606465,361,False
Fokus cakupan,3505,Blitar,Jawa Timur,19.172707822586588,255,False
Fokus cakupan,3506,Kediri,Jawa Timur,15.636960184643366,339,False
Fokus cakupan,3507,Malang,Jawa Timur,29.389020849693324,71,False
Fokus cakupan,3508,Lumajang,Jawa Timur,23.87706458884571,155,False
Fokus cakupan,3509,Jember,Jawa Timur,34.148168640906476,31,False
Fokus cakupan,3510,Banyuwangi,Jawa Timur,19.654109090890607,249,False
Fokus cakupan,3511,Bondowoso,Jawa Timur,15.10203179530686,350,False
Fokus cakupan,3512,Situbondo,Jawa Timur,14.52958919339035,359,False
Fokus cakupan,3514,Pasuruan,Jawa Timur,27.200976758877008,93,False
Fokus cakupan,3516,Mojokerto,Jawa Timur,16.697003516347564,314,False
Fokus cakupan,3517,Jombang,Jawa Timur,20.955989547005352,217,False
Fokus cakupan,3518,Nganjuk,Jawa Timur,23.03136976312295,170,False
Fokus cakupan,3519,Madiun,Jawa Timur,12.744468708734644,376,False
Fokus cakupan,3520,Magetan,Jawa Timur,11.654550670256464,386,False
Fokus cakupan,3521,Ngawi,Jawa Timur,15.779222928387277,336,False
Fokus cakupan,3522,Bojonegoro,Jawa Timur,16.397110189705913,317,False
Fokus cakupan,3523,Tuban,Jawa Timur,17.130229934527858,303,False
Fokus cakupan,3524,Lamongan,Jawa Timur,13.590648725383394,367,False
Fokus cakupan,3525,Gresik,Jawa Timur,17.702096000262838,292,False
Fokus cakupan,3526,Bangkalan,Jawa Timur,27.77889577229741,84,False
Fokus cakupan,3527,Sampang,Jawa Timur,27.303868178591937,90,False
Fokus cakupan,3529,Sumenep,Jawa Timur,20.218629553530945,235,False
Fokus cakupan,3571,Kediri,Jawa Timur,19.064237442599392,261,False
Fokus cakupan,3572,Blitar,Jawa Timur,11.43423880926671,387,False
Fokus cakupan,3573,Malang,Jawa Timur,23.20318046624472,167,False
Fokus cakupan,3575,Pasuruan,Jawa Timur,15.892354795966549,333,False
Fokus cakupan,3577,Madiun,Jawa Timur,8.044250247907822,402,False
Fokus cakupan,3579,Batu,Jawa Timur,19.930888603824698,242,False
Fokus cakupan,3601,Pandeglang,Banten,29.085463947939033,72,False
Fokus cakupan,3602,Lebak,Banten,32.698360624720124,42,False
Fokus cakupan,3603,Tangerang,Banten,33.810860136770486,34,False
Fokus cakupan,3604,Serang,Banten,21.57718534315616,206,False
Fokus cakupan,3671,Tangerang,Banten,15.930393390334071,330,False
Fokus cakupan,3672,Cilegon,Banten,15.511132664473909,343,False
Fokus cakupan,3674,Tangerang Selatan,Banten,41.307994598671435,9,True
Fokus cakupan,5101,Jembrana,Bali,5.613032585170972,405,False
Fokus cakupan,5102,Tabanan,Bali,5.758469475119272,404,False
Fokus cakupan,5103,Badung,Bali,4.680673109967633,407,False
Fokus cakupan,5104,Gianyar,Bali,3.670815769775815,409,False
Fokus cakupan,5105,Klungkung,Bali,4.410172126575855,408,False
Fokus cakupan,5106,Bangli,Bali,8.002017688893194,403,False
Fokus cakupan,5107,Karangasem,Bali,11.780691536826772,385,False
Fokus cakupan,5108,Buleleng,Bali,14.618016888713512,355,False
Fokus cakupan,5203,Lombok Timur,Nusa Tenggara Barat,36.068277206684535,20,False
Fokus cakupan,5204,Sumbawa,Nusa Tenggara Barat,27.247874493387137,91,False
Fokus cakupan,5205,Dompu,Nusa Tenggara Barat,18.952836561736586,264,False
Fokus cakupan,5208,Lombok Utara,Nusa Tenggara Barat,38.48950755034601,13,False
Fokus cakupan,5271,Mataram,Nusa Tenggara Barat,22.83481218656575,172,False
Fokus cakupan,5272,Bima,Nusa Tenggara Barat,24.130515888325483,142,False
Fokus cakupan,5301,Kupang,Nusa Tenggara Timur,40.00439128954453,11,False
Fokus cakupan,5302,Timor Tengah Selatan,Nusa Tenggara Timur,48.72411930561084,2,True
Fokus cakupan,5303,Timor Tengah Utara,Nusa Tenggara Timur,43.37407707758671,5,True
Fokus cakupan,5304,Belu,Nusa Tenggara Timur,35.12921601776671,23,False
Fokus cakupan,5305,Alor,Nusa Tenggara Timur,36.92584900568275,18,False
Fokus cakupan,5306,Flores Timur,Nusa Tenggara Timur,27.876654994943113,83,False
Fokus cakupan,5307,Sikka,Nusa Tenggara Timur,26.019846823715724,107,False
Fokus cakupan,5308,Ende,Nusa Tenggara Timur,34.02573917691388,33,False
Fokus cakupan,5309,Ngada,Nusa Tenggara Timur,27.939873226863416,82,False
Fokus cakupan,5310,Manggarai,Nusa Tenggara Timur,36.55770558697418,19,False
Fokus cakupan,5311,Sumba Timur,Nusa Tenggara Timur,36.04974985758337,21,False
Fokus cakupan,5312,Sumba Barat,Nusa Tenggara Timur,38.160971315721696,15,False
Fokus cakupan,5313,Lembata,Nusa Tenggara Timur,31.31831541397203,53,False
